LAT,LONG,GOBS
-21.84325,-54.30378,978616.62
-21.85049,-54.30462,978613.56
-21.85682,-54.30546,978613.18
-21.86227,-54.30778,978615.61
-21.86818,-54.31009,978618.67
-21.87448,-54.30900,978621.19
-21.87936,-54.30359,978623.31
-21.88513,-54.29768,978626.19
-21.89090,-54.29177,978626.28
-21.92107,-54.26024,978632.48
-21.92050,-54.25348,978631.40
-21.92038,-54.24574,978630.97
-21.92074,-54.24041,978631.70
-21.92016,-54.23317,978633.56
-21.92096,-54.22686,978634.86
-21.92221,-54.22055,978635.44
-21.92163,-54.21331,978635.99
-21.91793,-54.20758,978635.41
-21.91242,-54.20236,978633.80
-21.91860,-54.27431,978631.65
-21.91553,-54.28018,978631.20
-21.91518,-54.28599,978633.24
-21.91349,-54.29327,978634.82
-21.91133,-54.29912,978632.25
-21.90869,-54.30304,978631.24
-21.90513,-54.30601,978630.32
-21.90066,-54.30899,978629.21
-21.89621,-54.31295,978627.97
-21.89360,-54.31880,978627.07
-21.89852,-54.28872,978626.76
-21.90204,-54.28285,978627.66
-21.90511,-54.27795,978627.20
-25.41668,-49.99874,978747.34
-25.42124,-50.00517,978742.52
-25.42667,-50.00711,978739.61
-25.43166,-50.01105,978736.35
-25.43799,-50.01249,978738.34
-25.44386,-50.01194,978739.04
-25.44972,-50.01040,978738.28
-25.45605,-50.01134,978745.23
-25.45836,-50.01978,978744.53
-25.45569,-50.02527,978743.90
-25.45075,-50.02929,978747.70
-25.44400,-50.03282,978751.14
-25.44088,-50.03882,978753.54
-25.43911,-50.04480,978758.23
-25.43644,-50.05078,978757.09
-25.43332,-50.05628,978755.81
-25.42929,-50.06178,978752.95
-25.42571,-50.06727,978752.06
-25.42214,-50.07376,978752.44
-25.41856,-50.07876,978749.41
-25.41815,-50.08573,978749.67
-25.41909,-50.09168,978753.83
-25.42094,-50.09813,978754.09
-25.42054,-50.10659,978750.20
-25.42284,-50.11452,978742.72
-25.42468,-50.12048,978737.98
-25.42427,-50.12645,978731.87
-25.42522,-50.13489,978728.69
-25.42887,-50.14083,978729.53
-25.42890,-50.14630,978727.73
-25.42759,-50.15327,978728.00
-25.43033,-50.15971,978735.04
-25.43307,-50.16566,978735.54
-25.43537,-50.17261,978733.46
-25.43856,-50.17805,978738.38
-25.44085,-50.18351,978742.61
-25.44314,-50.18896,978749.63
-25.44633,-50.19540,978748.25
-25.44907,-50.20036,978742.24
-25.45091,-50.20731,978744.82
-25.45456,-50.21375,978749.30
-25.45685,-50.22020,978748.89
-25.45869,-50.22566,978752.07
-25.46007,-50.23062,978749.91
-25.46145,-50.23608,978748.27
-25.46058,-50.24255,978746.73
-25.45927,-50.25151,978739.60
-25.45931,-50.25897,978734.15
-25.45979,-50.26494,978733.16
-25.46027,-50.27090,978735.59
-25.46436,-50.27486,978741.86
-25.46439,-50.28132,978745.81
-25.46170,-50.28631,978751.56
-25.46264,-50.29227,978746.00
-25.46312,-50.29824,978743.23
-25.46495,-50.30420,978739.09
-25.46859,-50.31014,978734.44
-25.46907,-50.31611,978738.49
-25.46458,-50.32111,978737.31
-25.46054,-50.32610,978733.76
-25.45514,-50.33011,978727.53
-25.44973,-50.33312,978724.66
-25.44931,-50.33860,978721.36
-25.45520,-50.34354,978719.71
-25.46063,-50.34699,978718.06
-25.45976,-50.35396,978722.08
-25.45979,-50.36191,978721.28
-25.46162,-50.36688,978725.65
-25.45984,-50.37335,978729.75
-25.45897,-50.37982,978736.15
-25.45629,-50.38680,978744.94
-25.46082,-50.39026,978746.11
-25.45903,-50.39524,978740.68
-25.45905,-50.40021,978736.11
-25.45817,-50.40569,978729.63
-25.45503,-50.41018,978730.44
-25.45006,-50.40871,978726.98
-25.44465,-50.41172,978727.66
-25.43879,-50.41423,978728.91
-25.43247,-50.41426,978728.98
-25.42751,-50.41528,978727.78
-25.42120,-50.41929,978729.44
-25.41580,-50.42280,978730.18
-25.41038,-50.42232,978733.10
-25.40542,-50.42384,978733.38
-25.40182,-50.42833,978740.27
-25.39778,-50.43282,978745.79
-25.39282,-50.43533,978750.15
-25.38741,-50.43734,978751.99
-25.38427,-50.44183,978750.27
-25.38429,-50.44879,978750.42
-25.38160,-50.45377,978747.88
-25.37982,-50.46024,978736.37
-25.37259,-50.46176,978726.20
-25.38073,-50.46471,978729.61
-25.38662,-50.46866,978731.65
-25.39377,-50.47111,978727.41
-25.39974,-50.47357,978733.10
