LAT,LONG,GOBS
-22.17388,-54.85494,978624.75
-22.17843,-54.85486,978624.93
-22.18249,-54.85328,978623.99
-22.18655,-54.85165,978622.87
-22.19056,-54.85004,978621.74
-22.19358,-54.84723,978620.81
-22.19641,-54.84462,978621.85
-22.19993,-54.8467,978621.85
-22.20378,-54.84743,978621.52
-22.20739,-54.84815,978621.28
-22.19241,-54.84247,978619.81
-22.19193,-54.83822,978620.86
-22.18902,-54.83594,978620.32
-22.18472,-54.834,978619.22
-22.18094,-54.83231,978620.07
-22.1773,-54.83008,978621.79
-22.17394,-54.82874,978622.82
-22.22198,-54.87854,978631.72
-22.2251,-54.87505,978633.94
-22.22531,-54.8718,978634.73
-22.22278,-54.86751,978631.35
-22.22102,-54.86353,978630.72
-22.22106,-54.85874,978630.74
-22.21993,-54.85509,978630.0
-22.22125,-54.85038,978629.2
-22.22235,-54.84613,978627.99
-22.22404,-54.84155,978627.71
-22.22485,-54.83708,978628.02
-22.2252,-54.83258,978628.57
-22.22459,-54.8287,978628.71
-22.19865,-54.917,978624.86
-22.17548,-54.95407,978629.18
-22.24556,-54.84125,978634.65
-22.24377,-54.84443,978635.1
-22.24148,-54.84815,978635.21
-22.23832,-54.85171,978635.43
-22.23465,-54.85008,978633.67
-22.23185,-54.84668,978632.37
-22.2287,-54.84386,978630.74
-22.22642,-54.84026,978628.81
-22.19557,-54.91993,978623.65
-22.1989,-54.92263,978623.84
-22.20264,-54.92564,978624.45
-22.20611,-54.92877,978624.34
-22.20947,-54.93146,978625.19
-22.21275,-54.93417,978626.28
-22.21624,-54.93704,978627.59
-22.21976,-54.94002,978628.35
-22.22341,-54.94296,978629.77
-22.22662,-54.94559,978631.24
-22.23004,-54.94835,978632.21
-22.23368,-54.95136,978633.98
-22.23718,-54.95423,978635.09
-22.24052,-54.95704,978636.35
-22.24418,-54.95929,978636.55
-22.24727,-54.96204,978636.73
-22.25078,-54.96587,978637.77
-22.25329,-54.96936,978638.95
-22.25575,-54.97288,978640.05
-22.2582,-54.97637,978640.29
-22.26061,-54.97988,978640.04
-22.26311,-54.98339,978638.07
-22.26613,-54.98755,978637.02
-22.26859,-54.99111,978639.48
-22.27106,-54.99462,978640.36
-22.27406,-54.99885,978638.41
-22.24799,-54.72842,978637.63
-22.25182,-54.72915,978639.37
-22.25602,-54.73082,978640.91
-22.25746,-54.73364,978642.99
-22.25814,-54.73709,978642.0
-22.26037,-54.74001,978641.22
-22.17783,-54.78974,978626.93
-22.1757,-54.79289,978626.51
-22.17506,-54.79568,978625.28
-22.18398,-54.80034,978626.64
-22.18551,-54.79646,978628.77
-22.18778,-54.79427,978630.06
-22.19073,-54.7973,978628.67
-22.18865,-54.80102,978627.2
-22.18716,-54.8044,978625.89
-22.1937,-54.79812,978629.73
-22.25704,-54.77416,978637.16
-22.26128,-54.7737,978637.39
-22.26527,-54.77318,978638.2
-22.26946,-54.77251,978639.16
-22.27403,-54.77181,978639.07
-22.27765,-54.77131,978638.84
-22.28208,-54.77045,978638.66
-22.28632,-54.7695,978638.04
-22.29045,-54.76842,978637.52
-22.29435,-54.76667,978637.84
-22.29816,-54.76475,978638.47
-22.30181,-54.76281,978638.56
-22.30486,-54.76107,978638.63
-22.29099,-54.76893,978637.1
-22.29082,-54.7719,978636.51
-22.29195,-54.77529,978637.28
-22.29315,-54.77889,978641.15
-22.29434,-54.78257,978644.36
-22.29756,-54.78475,978646.49
-22.23981,-54.77282,978634.38
-22.24205,-54.77017,978635.85
-22.2541,-54.77092,978636.83
-22.2552,-54.7672,978637.97
-22.2562,-54.76375,978638.78
-22.25738,-54.75981,978638.99
-22.25848,-54.75608,978638.56
-22.25958,-54.75237,978638.28
-22.26108,-54.74736,978639.46
-22.26206,-54.74348,978640.99
-22.25799,-54.7672,978637.78
-22.26109,-54.76515,978637.87
-22.26442,-54.76294,978638.29
-22.26785,-54.76065,978639.21
-22.2712,-54.75838,978639.83
-22.27339,-54.75475,978639.91
-22.27532,-54.7517,978640.47
-22.27878,-54.74849,978641.65
-22.28222,-54.7461,978642.85
-22.28597,-54.74348,978643.56
-22.2899,-54.74073,978643.87
-22.29498,-54.7387,978646.43
-22.29905,-54.73952,978645.35
-22.30202,-54.74179,978644.57
-22.30628,-54.74487,978642.82
-22.30942,-54.73993,978644.02
-22.31174,-54.73623,978644.04
-22.31346,-54.73351,978642.76
-22.30316,-54.73872,978645.16
-22.30425,-54.73478,978645.73
-22.30648,-54.73143,978645.7
-22.30945,-54.72836,978645.42
-22.312,-54.72487,978645.41
-22.31545,-54.72097,978647.76
-22.31786,-54.71631,978651.64
-22.32083,-54.71367,978649.45
-22.3235,-54.71639,978647.88
-22.32694,-54.716,978645.92
-22.32963,-54.71168,978646.97
-22.33183,-54.7075,978648.58
-22.33414,-54.70083,978650.17
-22.27598,-54.76129,978641.59
-22.2868,-54.73953,978643.66
-22.28383,-54.73957,978642.58
-22.28006,-54.74065,978642.58
-22.27561,-54.74114,978642.54
-22.27216,-54.74181,978642.53
-22.26791,-54.7439,978641.82
-22.26438,-54.74484,978641.79
-22.24764,-54.72333,978636.88
-22.2504,-54.71992,978636.75
-22.25312,-54.7167,978636.85
-22.25598,-54.71339,978637.56
-22.25683,-54.70953,978637.05
-22.25949,-54.70654,978636.85
-22.26203,-54.70609,978636.56
-22.26537,-54.70664,978636.32
-22.27032,-54.70834,978635.61
-22.27402,-54.7094,978636.19
-22.2776,-54.70987,978637.07
-22.28098,-54.71108,978638.97
-22.28528,-54.71296,978640.51
-22.28935,-54.7133,978641.19
-22.29354,-54.71472,978642.47
-22.29702,-54.71622,978642.98
-22.30094,-54.7158,978643.97
-22.30477,-54.71636,978645.13
-22.30998,-54.71465,978646.79
-22.31254,-54.71731,978651.61
-22.31551,-54.71839,978649.7
-22.26087,-54.77844,978638.48
-22.26196,-54.78325,978639.04
-22.26288,-54.78786,978642.4
-22.22309,-54.93522,978628.61
